	Th0_0.5h_1_1	Th0_14h_4_1	Th0_16h_1_1	Th0_16h_7_1	Th0_18h_5_1	Th0_1h_1_1	Th0_20h_5_1	Th0_20h_6_1	Th0_25h_6_1	Th0_2h_2_1	Th0_2h_7_1	Th0_30h_6_1	Th0_30h_9_1	Th0_36h_6_1	Th0_42h_6_1	Th0_42h_7_1	Th0_48h_6_1	Th0_4h_3_1	Th0_54h_6_1	Th0_54h_7_1	Th0_60h_6_1	Th0_72h_6_1	Th0_72h_7_1	Th0_8h_3_1	Th0_8h_8_1	Tr1_0.5h_1_1	Tr1_12h_4_1	Tr1_14h_4_1	Tr1_16h_1_1	Tr1_16h_7_1	Tr1_18h_5_1	Tr1_1h_1_1	Tr1_20h_5_1	Tr1_20h_6_1	Tr1_25h_6_1	Tr1_2h_2_1	Tr1_2h_7_1	Tr1_30h_6_1	Tr1_30h_9_1	Tr1_36h_6_1	Tr1_42h_6_1	Tr1_42h_7_1	Tr1_48h_6_1	Tr1_4h_3_1	Tr1_54h_6_1	Tr1_54h_7_1	Tr1_60h_6_1	Tr1_72h_6_1	Tr1_72h_7_1	Tr1_8h_3_1	Tr1_8h_8_1	Th0_0.5h_1_7	Th0_10h_1_7	Th0_10h_2_7	Th0_12h_1_7	Th0_16h_1_7	Th0_1h_1_7	Th0_1h_2_7	Th0_20h_1_7	Th0_20h_2_7	Th0_24h_1_7	Th0_2h_1_7	Th0_30h_1_7	Th0_30h_2_7	Th0_42h_1_7	Th0_42h_2_7	Th0_48h_1_7	Th0_4h_1_7	Th0_4h_2_7	Th0_50h_1_7	Th0_52h_1_7	Th0_52h_2_7	Th0_60h_1_7	Th0_60h_2_7	Th0_6h_1_7	Th0_72h_1_7	Th0_8h_1_7	Th17_0.5h_1_7	Th17_10h_1_7	Th17_10h_2_7	Th17_12h_1_7	Th17_16h_1_7	Th17_1h_1_7	Th17_1h_2_7	Th17_20h_1_7	Th17_20h_2_7	Th17_24h_1_7	Th17_2h_1_7	Th17_30h_1_7	Th17_30h_2_7	Th17_42h_1_7	Th17_42h_2_7	Th17_48h_1_7	Th17_4h_1_7	Th17_4h_2_7	Th17_50h_1_7	Th17_52h_1_7	Th17_52h_2_7	Th17_60h_1_7	Th17_60h_2_7	Th17_6h_1_7	Th17_72h_1_7	Th17_8h_1_7
Map4k4	2.5436	2.1349	2.1062	2.0828	2.1944	2.6735	2.1212	   2.2	2.0941	2.7681	2.7515	 2.204	2.1537	2.1691	2.1355	2.1754	2.1651	2.4977	 2.135	2.1886	2.2012	2.2239	2.2323	2.1053	2.0189	2.5661	2.0798	2.0607	2.0256	 2.101	2.1538	2.6936	2.0599	2.1138	 2.102	2.7384	2.7594	2.1545	2.2758	2.1466	2.1667	 2.253	2.2742	2.4023	 2.245	2.3326	2.3428	2.4131	2.4483	 2.039	2.2325	2.4517	2.2029	2.1955	2.1407	2.1606	2.6398	2.5829	2.1625	2.2082	2.2142	2.6588	2.2741	2.1967	2.1909	 2.127	 2.171	 2.449	2.5304	2.2256	2.1329	2.1336	2.1323	2.1408	2.2578	2.1823	2.1037	 2.408	 2.332	2.3417	2.3562	 2.312	2.6179	2.6278	2.4009	2.4006	2.3943	2.8178	2.3944	2.4557	2.4526	2.3469	2.3936	2.5743	2.5964	2.4114	2.3583	2.4076	2.4958	2.4069	2.3217	2.4279	2.2711
Mapk3	2.2533	1.9981	2.0052	2.0838	2.0874	2.1781	2.1568	2.1127	2.1448	2.1211	2.0082	2.1954	2.2297	2.2175	2.3189	2.3388	2.4845	2.0141	2.4597	2.5194	2.5618	2.6638	2.6694	1.8447	1.8969	2.2299	1.9548	1.9339	2.0235	2.0476	2.0627	2.1603	 2.115	2.0527	2.1608	1.9785	1.8062	2.2097	2.2011	2.2754	2.3525	2.3316	2.3894	1.9473	2.5385	2.5676	2.6285	2.6805	2.7703	1.8224	2.0274	2.4464	1.9782	1.8975	 2.026	1.9802	2.3019	2.2646	2.2125	2.1836	2.2154	2.1863	2.2473	2.2679	2.1806	2.1174	2.1514	2.0027	2.0946	2.1916	2.1703	2.0894	 2.043	2.1059	1.9756	2.0674	1.9862	2.3646	2.0593	1.9725	2.1687	2.1326	2.2703	2.2472	2.3013	2.2158	2.2924	1.9737	2.3751	2.3256	 2.333	2.3759	2.4421	1.9923	1.9679	 2.445	2.5561	 2.437	2.3884	 2.413	1.9614	 2.669	2.0421
Mapk6	1.4021	1.6237	1.5066	1.5417	1.5443	1.5016	1.5238	1.3177	1.5332	1.7247	1.9487	1.4729	1.4937	1.5426	1.4602	1.4821	1.4526	1.9807	1.4161	1.4801	1.3478	  1.44	1.4202	1.6914	1.6827	1.4783	1.5908	1.6926	1.5899	1.5482	1.6239	 1.485	1.5661	1.5717	1.5125	1.7157	1.9932	1.5033	1.5032	1.4725	1.5042	1.6239	1.6148	1.9036	1.4474	1.6127	 1.482	1.5512	1.7113	1.7798	1.7116	1.3996	1.7939	1.7198	1.7475	 1.517	1.4188	1.5662	1.5395	1.5235	1.5482	1.6551	1.4827	 1.532	1.5746	1.4852	1.4795	1.4583	1.7593	1.4029	1.4331	1.4376	 1.415	1.4178	1.7603	1.4951	1.6421	1.3556	1.8381	1.8367	1.8077	1.6648	1.3984	  1.41	1.5591	1.5697	1.5672	1.5801	1.6053	1.5867	1.5425	1.5138	1.4753	1.6366	 1.849	1.4975	1.4541	1.3963	 1.517	1.4961	1.8319	1.4717	1.6766
Mapk7	 1.941	1.8018	1.7303	1.7398	1.7664	1.8673	1.8379	1.9499	1.7056	2.0007	2.0533	1.7336	1.6711	1.7257	1.7974	1.7896	 1.812	 2.179	 1.756	1.6972	1.7391	1.8754	1.8454	1.8897	2.0047	1.8404	1.8454	 1.764	1.7715	1.7545	1.8338	1.9094	1.8196	 1.845	1.7067	1.9378	1.8693	1.7215	1.8119	1.7261	1.8495	1.7894	1.7167	2.1056	1.7814	1.7327	1.7385	1.8434	 1.796	1.9098	 1.989	1.9175	1.8597	1.9155	1.7948	1.8646	1.7844	1.7346	1.8359	1.8997	1.7912	2.0598	1.6983	1.7481	1.7624	1.7215	1.7329	2.1208	2.2728	1.7227	1.7239	1.7349	1.6849	1.7655	2.1426	1.7126	2.0572	1.8983	1.8717	1.8538	1.9809	1.9156	1.7295	1.8052	1.8814	 1.975	1.9315	2.0171	1.8458	 1.846	1.9028	1.8426	1.8642	 2.171	2.2043	1.8783	 1.925	1.8779	 1.883	1.8714	2.1184	 1.961	2.0682
Mapkapk2	2.1832	  2.27	2.2686	 2.304	2.2682	2.3002	2.2671	2.5425	2.2812	2.4723	 2.535	  2.25	2.3557	2.2809	2.3044	2.3453	2.3918	2.5673	2.4151	2.3669	2.4475	2.5501	2.4615	2.3016	2.4177	2.1376	2.3848	2.2268	2.2528	2.1891	2.2521	 2.327	2.2311	2.2736	 2.264	 2.426	2.4976	2.3247	2.3365	2.4336	2.5024	2.4933	2.5479	2.4164	 2.511	2.5938	2.5246	 2.643	2.5889	2.2646	 2.347	2.0658	2.3649	2.3863	2.4341	2.3781	2.1772	2.1862	2.3106	2.3677	2.3583	 2.537	2.3383	2.3737	2.3662	2.3866	2.3522	2.4902	2.5791	2.3524	2.3464	2.3605	2.3475	2.3458	2.3876	2.3398	2.4566	2.1795	2.4292	2.4303	2.5274	2.4733	2.4338	2.3548	2.3969	2.4781	2.4841	2.6894	2.5881	2.5316	2.5809	2.5936	2.5639	2.6696	2.6486	2.5508	2.5401	2.6083	2.5743	2.5984	2.4837	2.7184	2.5232
Mapkbp1	2.0395	2.2919	2.1645	 2.157	2.1947	2.1565	1.8819	2.2926	1.7528	1.9148	1.7338	 1.757	1.6452	 1.714	1.8819	1.9168	2.2059	1.8798	1.9734	2.1492	1.9663	 2.008	  2.45	2.2274	 2.173	2.0296	 2.238	 2.293	2.1696	2.2533	2.2628	  2.17	2.0409	2.1474	1.9404	  1.85	2.0291	1.8519	1.9303	1.9013	1.9324	2.0983	 2.022	1.9088	2.1572	2.3747	2.3206	2.1983	2.5701	2.1697	2.1324	2.0221	 2.308	2.3288	2.2242	2.1829	1.9949	2.0208	1.8864	2.1182	1.9354	1.8419	  1.96	1.9311	 1.915	1.9468	1.8555	2.0519	2.1057	1.8616	1.8908	     2	1.8532	2.0734	2.1697	2.0501	2.2728	1.9943	2.7039	2.6747	2.4665	2.4676	1.7277	2.1281	2.4345	2.3158	2.2641	1.8356	2.2111	2.2988	 2.169	2.3826	2.1437	2.1861	2.2838	 2.162	2.1116	2.2506	2.2442	 2.195	2.3946	2.3085	2.4861
Marcks	1.5664	1.9067	1.5431	1.8758	2.1527	1.5779	1.7294	2.1671	1.7953	1.5452	1.7094	1.6937	1.7302	1.6456	1.7277	1.7788	1.7591	1.7742	1.7595	1.9886	1.7736	1.6472	2.0666	1.7469	1.6981	1.5754	1.5049	1.6288	1.4766	 1.523	1.6383	1.5495	1.4767	1.6168	1.4557	1.5926	1.8564	1.4141	1.3594	1.3674	1.5087	1.4527	1.5313	1.7986	1.5393	 1.663	1.5143	1.5143	1.6032	 1.705	1.7118	1.0833	1.6374	1.5557	1.1548	1.4958	1.1984	1.1736	1.6518	1.8565	1.8001	1.1658	1.5196	 1.598	 1.941	1.9654	2.1224	1.7572	1.5772	1.9174	2.3519	2.3109	2.2674	2.4031	1.6655	2.4419	1.7645	1.2726	1.6207	1.4819	 1.226	1.2875	1.2365	 1.207	1.2032	1.4227	1.5824	1.3138	1.9938	1.8608	2.0734	2.0561	1.8615	1.7275	1.5347	2.1163	1.9177	2.2462	2.1043	2.3125	 1.642	2.2182	1.7349
Marcksl1	2.4668	2.9335	3.0706	3.0028	2.9324	2.7104	3.0657	3.0534	3.0594	3.1702	3.4318	 2.963	3.0771	3.0029	3.0199	3.0508	2.9241	3.5762	2.8694	2.9527	2.8038	2.6365	 2.805	3.2873	3.1932	2.3728	3.0911	2.8279	2.8141	2.7949	2.7152	2.5893	2.7104	 2.668	2.7368	2.9654	3.2589	2.6322	2.6134	2.6975	2.6847	2.5663	2.6374	3.4459	2.5476	2.3961	2.3153	2.3906	2.2256	3.2132	3.3524	1.8573	2.8975	2.9075	2.7993	 2.848	2.2603	2.3992	2.8388	2.8119	3.0468	3.2478	3.1053	3.0548	3.1268	3.1521	3.1207	3.4466	3.3249	3.1768	3.1202	3.0897	3.3024	3.1453	3.1292	3.1943	3.1566	1.9907	2.6989	2.7012	2.5787	2.6292	2.3386	2.3566	2.5798	2.5828	2.7386	3.0466	2.9077	2.8465	2.9026	2.8373	2.7682	3.2212	3.0802	  2.83	 2.711	 2.754	2.8493	2.8486	 2.888	2.7367	2.8913
Max	2.6766	 2.751	2.7725	2.7076	 2.757	2.7868	2.8477	2.6614	2.9034	2.8356	2.7467	2.8564	2.9181	2.8265	2.7193	2.6929	2.7218	2.7914	2.6351	2.5796	2.6857	 2.588	2.5803	2.7493	2.6138	2.7171	2.8737	2.9401	2.9742	2.9283	3.0016	2.7834	2.9782	3.0159	2.9853	2.9761	2.9401	2.8707	2.9146	2.7548	2.7153	2.5112	2.6855	2.8838	2.6812	2.5478	2.6456	 2.688	2.6015	2.8305	2.8081	2.7368	2.7125	2.7015	 2.767	2.7883	2.7085	2.7148	2.8344	2.9029	2.7463	2.6478	2.8122	2.7418	2.7873	2.7079	2.7708	2.6721	 2.715	2.7759	 2.624	2.7216	2.7122	2.6857	2.6564	2.6371	2.7102	2.7182	  2.66	 2.662	2.7876	2.7725	2.7411	2.7957	2.7891	2.7592	2.6291	2.8037	2.5058	2.4968	2.5404	2.4234	2.5107	2.7348	2.7148	2.5213	2.4996	2.4559	2.4347	2.4105	   2.7	2.4816	2.6575
Mboat2	1.4263	1.3539	 1.329	1.4476	1.4066	1.3546	1.3825	1.4007	1.3736	1.4149	1.4263	1.3838	1.4587	1.4747	 1.501	1.4588	2.1988	1.4099	1.5078	1.4721	1.6961	   1.9	1.5163	1.4034	 1.517	1.3688	1.5121	1.3978	1.4237	1.4026	1.4537	1.4141	1.4484	1.3808	1.4595	 1.465	1.4753	1.4058	1.4454	1.5671	1.7602	1.5585	1.8304	1.3581	1.9963	1.8971	 1.996	2.1586	2.2264	1.4476	1.3803	1.3689	1.3943	1.4665	1.4188	1.4323	1.4297	1.3857	1.4017	1.4509	1.4334	1.4076	1.4235	1.4077	1.3987	1.4843	1.3866	 1.417	1.4652	1.4532	1.4261	1.3784	1.3848	1.4635	1.3629	1.3797	 1.479	1.4057	 1.446	 1.388	1.4461	1.4797	1.4111	1.3364	1.4918	1.4314	1.5332	1.5153	1.5061	1.4908	1.4868	1.3915	 1.596	1.4463	1.4513	1.5118	1.5742	1.4637	1.4813	1.4899	1.4123	1.8532	 1.378
Mboat7	2.4838	2.5761	2.6451	2.6604	2.6348	 2.476	2.6201	2.7635	 2.573	 2.507	2.4991	2.5082	2.5368	2.5291	2.5745	2.6071	2.4812	2.3537	 2.499	2.5649	2.4418	2.5539	2.5419	2.3986	2.3693	2.4265	2.6772	 2.646	2.7734	2.6728	2.6428	 2.482	2.7078	2.6331	2.6435	 2.451	2.3373	2.5538	   2.6	2.5047	2.5213	2.5724	2.5346	2.2615	2.5201	 2.535	 2.454	2.5181	2.5157	2.4518	2.4202	2.3693	2.3867	2.3802	 2.446	2.5992	2.3624	2.3663	2.6219	2.6276	2.5955	2.5107	2.5957	2.5346	2.6258	2.5725	2.5977	2.2823	2.2915	 2.655	2.5793	2.5612	2.6662	2.5651	2.2155	 2.588	2.3287	2.4478	2.3672	 2.343	2.4006	2.4356	2.4724	2.3947	2.4458	2.4397	2.4788	2.3985	2.5021	2.5034	2.5099	2.5511	2.5207	2.2251	2.2136	2.5483	2.4944	 2.518	2.5447	2.5567	2.1927	2.5571	  2.36
Mbtd1	2.4201	2.3617	2.2577	2.2993	2.2943	2.5916	2.2614	2.4228	 2.225	2.7393	2.6626	2.2529	 2.191	2.3689	2.2711	2.2132	2.3197	2.4644	 2.229	2.1552	2.2542	 2.347	2.2312	2.4339	2.1903	2.4463	 2.372	2.3477	2.2784	2.2868	2.3412	2.5099	2.2874	2.3944	2.2147	2.7544	2.6756	 2.254	2.1844	2.2189	2.2357	2.1434	2.1995	2.4533	2.1697	2.1342	2.1385	2.2846	2.3014	 2.413	2.4672	 2.401	2.3583	 2.342	2.2606	2.2843	2.5073	 2.541	 2.238	2.2498	2.1262	2.6384	2.2867	2.2747	2.2317	2.2505	2.2761	2.6037	2.5508	2.2231	2.2845	2.2826	2.2627	2.2357	2.4215	2.2816	2.4415	2.5319	2.3246	2.2648	2.3254	2.3228	2.5846	2.5196	2.2867	2.2901	2.1704	2.6681	2.1572	2.1332	 2.035	2.0623	1.9693	 2.606	2.4623	1.9704	 1.953	2.0065	1.9531	1.9183	2.3622	2.0272	2.3152
Me2	2.7304	2.6079	 2.677	2.7014	2.6935	2.6837	2.7483	2.5862	2.8219	2.6461	2.5393	2.8608	2.8437	2.8917	2.8328	2.7402	3.1392	2.5007	2.7978	2.7286	2.8712	2.9036	 2.572	2.4811	2.4402	2.7727	2.5449	2.6363	2.6642	2.6849	 2.673	2.6838	2.7841	2.7235	2.8501	 2.596	2.5454	2.8616	2.8572	2.8661	2.9313	2.8146	2.9928	2.4495	3.0573	2.9133	3.0788	 3.154	2.9981	2.4913	 2.464	2.8235	2.4944	2.5442	2.6482	2.6762	 2.841	2.8076	 2.781	2.7363	2.8448	2.6812	2.8558	2.8657	  2.78	2.7736	2.7742	2.4136	 2.476	2.7215	2.7572	2.7635	2.6681	2.7338	2.4727	2.7133	2.4679	2.8068	2.6235	2.6592	2.8061	2.9192	2.8179	2.8351	 3.137	3.1306	3.1814	 2.575	3.1398	3.1872	3.0508	3.0811	3.0939	  2.44	2.4533	3.0735	 3.095	3.1008	3.0746	3.0249	2.5081	3.1292	2.5609
Mecr	1.8878	2.4657	2.4645	2.4733	2.4155	1.8761	2.4539	2.4362	2.4041	1.6731	1.8826	2.4071	  2.34	2.4007	2.3775	2.3819	2.2597	2.1643	2.2949	2.2496	2.2512	2.1588	2.0901	2.4892	2.3319	1.8968	2.4618	2.4338	2.4284	2.5022	2.4342	1.8812	2.3863	 2.412	2.3986	1.7882	1.7609	2.3962	2.3624	2.3728	2.3582	  2.34	2.2914	2.2178	2.2445	2.1999	2.2041	1.9532	2.0152	2.4305	2.3541	1.9149	2.4627	2.4792	2.4063	 2.407	1.8068	1.8533	2.3264	2.4015	2.3691	1.7894	2.3774	2.3818	2.3449	2.3513	2.3607	2.2299	2.3274	2.3413	2.3149	2.3173	2.3233	2.3212	2.4403	2.2821	2.4697	 1.875	2.4265	2.4535	2.3872	2.3583	1.8765	1.8772	2.2478	2.3271	2.2866	1.7802	2.2138	2.2525	2.2252	2.2374	2.2078	2.2567	2.2703	2.2206	2.1782	2.2505	2.2292	2.1958	2.3589	2.0497	2.4577
Mettl8	2.0345	1.8857	2.0019	1.9487	1.7844	1.8677	2.0242	1.7933	2.1093	1.4002	1.3276	2.1089	2.1733	2.1743	2.1501	2.0887	1.9073	1.4689	2.1367	2.0075	2.0191	2.0963	2.0474	1.7306	1.5631	 2.089	1.7993	1.6755	1.9269	  1.87	1.6429	1.8276	2.0249	1.6291	2.0027	1.4289	1.1437	2.0255	2.0013	1.9574	1.9136	1.9407	1.7845	1.4521	1.7986	1.8749	1.7818	1.7873	1.5475	1.6476	1.6758	2.0876	1.7432	1.7883	1.8831	1.9184	 1.889	 1.896	2.0276	2.0294	2.0439	1.4789	2.0716	 2.055	2.0454	2.1168	2.0924	1.5898	1.4981	2.0479	1.9821	2.0638	 2.089	2.0885	1.5576	1.9423	 1.665	2.1934	1.6195	1.6508	 1.821	1.8177	1.9537	2.0117	1.8715	1.8531	 1.788	1.4838	1.7508	1.7988	1.7875	 1.665	1.8582	1.4918	1.4229	1.8385	1.8044	1.7944	1.8548	1.8823	 1.526	1.8135	1.7104
Mfge8	2.0097	1.6207	1.6759	1.6527	1.6702	1.9823	1.7156	1.7605	1.7936	1.9127	1.8725	 1.654	1.7381	1.6503	1.7844	1.6653	1.9728	1.7705	1.9204	1.9638	2.0751	1.9989	2.0608	1.6397	1.5107	2.0568	1.4299	1.5272	1.5903	1.5435	1.4953	2.0737	1.6528	1.4849	 1.679	1.9254	1.7221	1.6488	 1.606	1.7162	1.7985	1.6889	 1.923	  1.77	1.9184	 2.067	2.1725	1.9846	2.2688	 1.543	1.6557	2.0579	1.6084	1.4578	1.5817	1.7136	2.0564	 2.011	1.7035	1.8012	1.8047	2.0017	1.7577	1.8042	1.7671	1.7793	1.8119	1.7295	1.7835	1.8128	1.8241	1.7814	2.0191	1.9218	1.6729	2.0671	 1.589	2.0775	1.5968	1.6294	1.6524	1.6103	2.0702	2.0327	1.7089	1.6432	1.7973	1.9223	1.8576	1.8423	1.7818	1.7751	1.7472	1.6588	1.6087	1.8051	 1.786	1.8552	1.8968	1.8861	1.5425	2.0026	1.5896
Mgll	 1.1163	 1.4234	 1.4112	 1.7301	 1.5552	0.97689	 1.5836	 1.5681	 1.5596	 1.0155	 1.2073	 1.4323	 1.4313	  1.265	 1.2847	 1.2571	 1.2512	 1.8079	 1.2728	 1.1609	 1.1445	 1.1928	 1.2259	  1.992	  2.158	 1.1333	 1.2842	 1.1558	 1.1637	 1.2379	 1.1648	 1.1581	 1.2347	 1.1501	 1.2231	 1.1676	 1.1018	 1.2538	 1.1608	 1.2489	 1.2356	 1.2313	 1.2456	 1.3865	 1.2623	 1.2409	 1.3346	 1.6608	 1.4177	 1.3866	 1.6794	0.99647	 1.4827	 1.5635	 1.4742	  1.523	 1.0142	 0.9723	 1.3332	 1.5677	 1.3615	 1.0043	 1.2602	 1.2846	 1.4882	 1.3694	 1.4478	  1.436	 1.6496	 1.2272	 1.3598	 1.4923	 1.4433	 1.5752	 1.7551	 1.4867	 1.6816	 1.1846	 1.3162	 1.3477	 1.2663	 1.2857	 1.1848	 1.0032	 1.5367	 1.5462	 1.4435	 1.1162	 1.4025	 1.4661	 1.8315	 1.7461	 1.9266	 1.2353	 1.2506	 1.8774	 1.9392	 1.9519	 1.8522	 1.9797	 1.4913	  2.247	 1.4258
Mical1	2.4231	 1.467	1.7827	1.6164	1.5246	2.3892	 1.791	1.8491	1.9801	2.5038	2.2318	2.0183	2.0355	2.2163	2.2226	  2.22	2.1387	1.9897	2.3568	2.3558	2.4159	2.4922	2.3595	1.4925	1.7279	2.3807	1.4493	 1.416	1.5825	1.5974	1.4566	2.3292	1.6729	1.6206	1.8963	 2.208	1.9945	2.0362	2.0262	2.1002	2.2541	2.1576	2.3746	1.8761	 2.431	 2.368	2.4656	2.5811	 2.447	1.5425	2.0096	2.4484	1.5599	1.5031	1.4617	1.6576	2.3396	2.3302	1.9915	1.9095	2.0898	 2.477	2.2443	 2.225	2.2544	2.2665	2.2886	1.8707	2.0391	2.2637	2.2897	2.2775	2.2241	2.2546	1.5752	2.4089	1.4595	2.3931	1.9957	2.0558	2.2063	 2.112	2.3142	2.3458	2.1636	2.1766	2.1713	2.1904	2.3946	2.4092	2.3687	2.3554	2.4961	1.9447	2.0392	2.4784	2.5004	2.4677	2.4209	2.4217	 1.869	 2.547	1.8432
Mina	2.6006	3.0813	3.0455	3.0316	 3.037	2.3849	3.0312	2.9305	2.9662	2.4409	2.5636	2.8929	2.8896	2.7888	2.8643	2.8834	  2.66	2.8832	2.8224	 2.798	2.7162	2.5725	2.6036	 3.046	2.8902	 2.646	3.0891	3.1763	3.1181	3.0922	3.1316	2.3773	3.1015	3.0997	3.0483	2.4262	2.5913	2.9469	2.9498	2.8641	2.8376	2.9561	 2.835	2.8698	2.7556	2.8959	2.6917	2.6609	2.5738	3.0799	2.9638	2.7548	3.0375	3.0143	2.9925	2.9293	 2.436	2.4606	2.9365	2.9978	2.9467	2.4534	2.7792	2.8065	2.7996	2.7804	 2.778	2.8051	2.8075	2.7481	2.7651	2.7844	2.7575	2.8047	2.9175	2.7503	2.9142	2.6856	2.9912	2.9659	3.0393	3.0095	 2.494	2.4902	3.0519	3.1256	3.0929	2.5129	3.0854	3.0204	3.0972	3.0876	3.0126	2.8469	2.8064	3.0394	 2.976	 3.067	3.0443	3.0759	2.9149	2.9927	 2.914
Mllt3	2.6304	2.1329	 2.281	2.2459	 2.299	2.6463	2.2104	2.3582	2.1761	2.3785	2.5472	2.2334	2.2152	2.1827	2.1969	2.1366	2.2299	2.4063	2.1812	2.1439	2.2459	2.3204	2.3367	2.0097	 2.204	2.5816	2.2409	2.2664	2.3091	2.2418	2.3114	2.5795	2.3451	2.3408	2.2918	2.3379	  2.39	2.3103	2.3205	2.2625	2.2859	2.1834	2.3509	 2.346	2.3442	2.2372	2.2681	2.3382	2.2426	2.1184	2.1799	2.5877	2.1046	2.1014	2.1154	2.1717	2.5331	 2.525	2.3613	2.3639	2.3005	2.5057	2.1592	  2.27	  2.21	2.3323	2.2325	2.2041	2.1818	 2.211	2.2734	2.2513	2.2891	2.3212	1.9269	2.3126	2.0568	2.6299	2.1234	2.1035	2.2624	2.2703	2.6109	 2.584	2.3193	2.2424	2.2058	2.4417	2.1275	2.1652	2.0973	2.1438	2.1062	2.2896	2.2486	 2.074	2.0985	2.1119	2.0769	2.0484	1.9778	2.2044	2.0942
Mllt6	1.6795	1.9053	1.8082	 1.868	1.8503	1.7296	1.8909	 1.934	1.7497	1.6767	1.5895	 1.811	1.6377	1.6459	1.5928	1.6215	1.6325	1.7226	1.5916	1.5653	1.4751	1.4328	1.5191	1.7745	1.9166	  1.71	2.1747	2.0954	1.9634	1.9905	1.9723	1.7953	1.9204	1.9895	1.8335	1.7785	1.8013	1.7857	1.8248	1.7219	1.6442	1.6538	1.5414	1.9171	1.6332	1.5462	1.4497	1.5035	1.4671	2.0008	1.9771	1.7623	1.8097	1.7583	 1.886	  1.82	1.7154	1.6918	1.8025	1.8107	1.6973	1.5032	1.6413	1.6638	1.6957	1.6984	1.6771	1.6859	1.7881	1.6219	1.6102	1.6352	1.6692	1.6675	1.8003	 1.558	1.7165	1.7012	1.9616	 1.971	2.0746	1.9947	1.7013	1.7158	1.8925	1.9098	1.8798	1.8331	1.7813	1.8756	1.8556	1.8958	1.7355	1.9716	1.9363	1.7865	1.7609	1.8001	1.8644	1.7985	1.9584	1.7193	1.9328
Mmachc	1.3164	2.3118	2.3931	2.4073	2.3656	1.0027	2.3842	 2.333	2.3127	 1.109	1.2252	 2.276	2.3461	2.1987	2.2032	 2.288	   1.9	1.8793	2.1434	2.1861	1.9526	1.7122	2.0242	2.2559	2.1191	1.3883	2.3473	2.3319	 2.392	2.3426	2.3404	1.0392	2.3715	2.3535	2.3512	1.2852	1.3771	2.2467	2.3084	 2.212	2.0866	2.1557	2.0126	1.8613	1.9763	2.0397	1.7542	1.4947	1.4308	2.2619	 2.086	 1.227	2.1788	2.1797	2.2734	2.2768	1.1114	 1.054	2.2389	2.3699	2.2343	 1.288	2.1978	2.1762	2.1395	 2.203	2.1365	1.9083	1.8668	2.1864	2.1584	2.2147	2.1568	2.1755	1.9737	2.0624	2.1972	1.3646	2.1431	2.1145	2.2849	 2.311	1.1029	1.2199	2.3345	2.2998	2.2585	1.2873	2.2264	 2.201	 2.137	2.0947	2.0854	1.8175	1.7964	2.1304	2.0519	2.0785	1.9849	2.0688	 1.947	 1.878	2.1374
Mmd	2.3441	2.5106	2.6993	2.5847	2.5047	2.2889	2.5861	  2.44	2.5887	2.4767	2.4365	 2.514	2.5505	  2.47	2.4664	2.4554	2.1932	2.4714	2.4046	2.4024	2.3375	2.3789	2.4086	2.6431	2.5185	2.4071	2.1893	2.2401	2.2997	2.2487	2.1896	2.2561	2.3051	2.2513	 2.414	2.2721	2.2313	 2.405	2.4387	 2.363	2.3717	2.2522	2.2593	2.3907	2.3395	2.2898	2.3461	2.2548	2.2424	2.4918	2.3614	2.2253	2.6088	2.5984	2.5309	2.4485	2.0843	2.0983	2.4418	2.4798	2.4977	2.2472	2.5742	2.5743	2.5704	2.5586	 2.552	2.5252	2.5096	2.5603	2.4785	  2.52	2.6195	2.4173	2.5585	2.4264	2.5378	2.2048	2.2413	2.2065	 2.127	 2.168	1.8616	2.0523	2.3307	2.3261	 2.489	1.8846	2.5423	2.5339	2.5523	 2.523	2.4789	2.2598	2.2803	 2.519	2.4172	2.5185	2.5546	2.4874	2.3284	2.2632	2.2702
Moap1	2.1498	2.3898	2.3857	2.4649	2.4794	  2.29	2.4973	2.4623	2.5192	2.4125	2.4007	2.5022	2.4669	 2.527	2.5103	2.5097	2.3721	2.1819	2.3941	2.4018	2.3285	2.2594	2.3074	2.3687	2.2757	2.1742	2.3754	2.4149	2.4299	 2.518	2.4335	2.2875	2.5012	2.4379	 2.512	2.4005	2.3396	2.5523	2.4763	2.5099	2.5233	2.5143	2.3833	2.2431	 2.372	2.3851	2.2766	2.1881	2.0982	2.2793	2.3201	2.1838	2.2562	2.2599	2.2724	2.2807	2.2266	2.2357	2.3731	2.4685	2.4895	2.2675	2.5123	 2.509	2.4997	2.4977	2.4931	2.2991	2.3063	2.4833	2.4859	2.5424	2.4782	2.4819	2.2098	2.4219	2.2417	2.2162	2.2453	2.1929	2.3286	2.2755	2.2332	2.1715	2.4175	2.3983	2.4281	2.2874	2.4322	2.4283	2.3842	2.3698	2.3374	2.3442	2.2881	2.3518	2.3385	2.3773	2.3425	2.3074	  2.26	2.2414	 2.267
